SPACEPORT_REC_ID,POLYGON_ID,Interaction
2,709275,Intersect
2,709500,Intersect
2,709501,Intersect
2,710336,Intersect
2,710337,Intersect
2,710339,Intersect
2,711999,Intersect
2,713860,Intersect
2,713866,Intersect
2,714363,Intersect
2,714367,Intersect
2,714715,Intersect
2,715732,Intersect
2,719192,Intersect
2,720661,Intersect
2,721137,Intersect
2,721617,Intersect
2,721618,Intersect
2,721620,Intersect
2,723700,Intersect
2,728614,Intersect
2,728615,Intersect
2,728617,Intersect
2,729412,Intersect
2,729413,Intersect
2,729415,Intersect
2,729795,Intersect
2,730076,Intersect
2,730077,Intersect
2,730078,Intersect
2,730176,Intersect
2,730548,Intersect
2,730549,Intersect
2,730551,Intersect
2,730759,Intersect
2,732482,Intersect
2,733668,Intersect
2,733671,Intersect
2,734741,Intersect
2,738187,Intersect
2,738196,Intersect
2,738566,Intersect
2,738567,Intersect
2,738568,Intersect
2,738573,Intersect
2,738574,Intersect
2,738575,Intersect
2,738578,Intersect
2,738579,Intersect
2,738580,Intersect
2,738581,Intersect
2,738588,Intersect
2,738589,Intersect
2,738590,Intersect
2,738595,Intersect
2,738596,Intersect
2,738597,Intersect
2,738603,Intersect
2,738604,Intersect
2,738605,Intersect
2,738610,Intersect
2,738611,Intersect
2,738612,Intersect
2,738618,Intersect
2,738619,Intersect
2,738620,Intersect
2,738625,Intersect
2,738626,Intersect
2,738628,Intersect
2,741159,Intersect
2,741259,Intersect
2,741722,Intersect
2,742500,Intersect
2,743930,Intersect
2,743931,Intersect
2,743932,Intersect
2,743942,Intersect
2,743943,Intersect
2,743944,Intersect
2,743948,Intersect
2,743949,Intersect
2,743950,Intersect
2,743958,Intersect
2,743959,Intersect
2,743960,Intersect
2,744070,Intersect
2,744071,Intersect
2,744072,Intersect
2,744097,Intersect
2,744098,Intersect
2,744099,Intersect
2,744119,Intersect
2,744120,Intersect
2,744121,Intersect
2,744135,Intersect
2,744136,Intersect
2,744137,Intersect
2,748875,Intersect
2,748876,Intersect
2,748877,Intersect
2,748883,Intersect
2,748884,Intersect
2,748885,Intersect
2,751685,Intersect
2,751698,Intersect
2,752277,Intersect
2,752573,Intersect
2,752575,Intersect
2,754594,Intersect
2,754595,Intersect
2,754597,Intersect
2,754632,Intersect
2,754633,Intersect
2,754634,Intersect
2,754650,Intersect
2,754651,Intersect
2,754652,Intersect
2,754661,Intersect
2,754662,Intersect
2,754663,Intersect
2,754670,Intersect
2,754671,Intersect
2,754672,Intersect
2,754994,Intersect
2,754995,Intersect
2,754996,Intersect
2,755038,Intersect
2,755039,Intersect
2,755040,Intersect
2,755060,Intersect
2,755061,Intersect
2,755062,Intersect
2,755068,Intersect
2,755069,Intersect
2,755070,Intersect
2,755714,Intersect
2,755718,Intersect
2,756029,Intersect
2,756030,Intersect
2,756031,Intersect
2,756037,Intersect
2,756038,Intersect
2,756039,Intersect
2,756045,Intersect
2,756046,Intersect
2,756047,Intersect
2,756052,Intersect
2,756053,Intersect
2,756054,Intersect
2,756062,Intersect
2,756063,Intersect
2,756064,Intersect
2,756066,Intersect
2,756067,Intersect
2,756068,Intersect
2,756069,Intersect
2,756072,Intersect
2,756073,Intersect
2,756074,Intersect
2,756077,Intersect
2,756078,Intersect
2,756079,Intersect
2,756088,Intersect
2,756089,Intersect
2,756090,Intersect
2,756097,Intersect
2,756098,Intersect
2,756099,Intersect
2,756103,Intersect
2,756104,Intersect
2,756105,Intersect
2,756113,Intersect
2,756114,Intersect
2,756116,Intersect
2,756122,Intersect
2,756129,Intersect
2,756130,Intersect
2,756131,Intersect
2,756138,Intersect
2,756139,Intersect
2,756140,Intersect
2,756145,Intersect
2,756146,Intersect
2,756147,Intersect
2,756153,Intersect
2,756154,Intersect
2,756155,Intersect
2,756166,Intersect
2,756167,Intersect
2,757426,Intersect
2,759954,Intersect
2,759958,Intersect
2,760377,Intersect
2,760378,Intersect
2,760380,Intersect
2,760384,Intersect
2,760385,Intersect
2,760386,Intersect
2,760389,Intersect
2,760390,Intersect
2,760391,Intersect
2,760396,Intersect
2,760397,Intersect
2,760398,Intersect
2,760403,Intersect
2,760404,Intersect
2,760405,Intersect
2,760406,Intersect
2,760414,Intersect
2,760415,Intersect
2,760416,Intersect
2,760421,Intersect
2,760422,Intersect
2,760424,Intersect
2,760425,Intersect
2,760426,Intersect
2,760427,Intersect
2,760433,Intersect
2,760434,Intersect
2,760435,Intersect
2,760441,Intersect
2,760442,Intersect
2,760443,Intersect
2,760448,Intersect
2,760449,Intersect
2,760450,Intersect
2,760453,Intersect
2,760454,Intersect
2,760455,Intersect
2,760456,Intersect
2,760461,Intersect
2,760462,Intersect
2,760463,Intersect
2,760468,Intersect
2,760469,Intersect
2,760470,Intersect
2,760476,Intersect
2,760477,Intersect
2,760478,Intersect
2,760484,Intersect
2,760485,Intersect
2,760486,Intersect
2,760494,Intersect
2,760495,Intersect
2,760496,Intersect
2,760501,Intersect
2,760502,Intersect
2,760503,Intersect
2,762214,Intersect
2,762221,Intersect
2,762252,Intersect
2,762253,Intersect
2,762254,Intersect
2,762259,Intersect
2,762260,Intersect
2,762261,Intersect
2,764327,Intersect
2,764328,Intersect
2,764527,Intersect
2,764528,Intersect
2,764529,Intersect
2,764534,Intersect
2,764535,Intersect
2,764536,Intersect
2,765558,Intersect
2,765559,Intersect
2,765560,Intersect
2,765571,Intersect
2,765572,Intersect
2,765574,Intersect
2,765575,Intersect
2,765576,Intersect
2,765577,Intersect
2,765581,Intersect
2,765583,Intersect
2,765584,Intersect
2,765585,Intersect
2,765593,Intersect
2,765594,Intersect
2,765595,Intersect
2,765599,Intersect
2,765600,Intersect
2,765601,Intersect
2,765604,Intersect
2,765605,Intersect
2,765606,Intersect
2,769413,Intersect
2,769417,Intersect
2,771148,Intersect
2,772520,Intersect
2,774495,Intersect
2,774496,Intersect
2,774587,Intersect
2,774588,Intersect
2,774590,Intersect
2,774592,Intersect
2,774593,Intersect
2,774594,Intersect
2,774599,Intersect
2,774600,Intersect
2,774601,Intersect
2,774606,Intersect
2,774607,Intersect
2,774608,Intersect
2,774613,Intersect
2,774614,Intersect
2,774615,Intersect
2,774620,Intersect
2,774621,Intersect
2,774622,Intersect
2,774625,Intersect
2,774626,Intersect
2,774627,Intersect
2,774630,Intersect
2,774631,Intersect
2,774632,Intersect
2,774635,Intersect
2,774637,Intersect
2,774638,Intersect
2,774639,Intersect
2,774644,Intersect
2,774645,Intersect
2,774646,Intersect
2,774693,Intersect
2,774694,Intersect
2,774695,Intersect
2,774753,Intersect
2,774754,Intersect
2,774755,Intersect
2,774799,Intersect
2,774800,Intersect
2,774802,Intersect
2,776062,Intersect
2,776063,Intersect
2,776065,Intersect
2,776088,Intersect
2,776089,Intersect
2,776450,Intersect
2,776451,Intersect
2,776932,Intersect
2,776934,Intersect
2,776937,Intersect
2,777165,Intersect
2,777188,Intersect
2,777209,Intersect
2,779543,Intersect
2,779544,Intersect
2,780004,Intersect
2,780121,Intersect
2,780122,Intersect
2,780123,Intersect
2,780128,Intersect
2,780129,Intersect
2,780130,Intersect
2,780260,Intersect
2,780261,Intersect
2,780262,Intersect
2,780273,Intersect
2,780281,Intersect
2,780282,Intersect
2,780283,Intersect
2,780286,Intersect
2,780287,Intersect
2,780288,Intersect
2,780307,Intersect
2,780308,Intersect
2,780309,Intersect
2,780314,Intersect
2,780315,Intersect
2,780316,Intersect
2,780321,Intersect
2,780322,Intersect
2,780323,Intersect
2,780328,Intersect
2,780329,Intersect
2,780330,Intersect
2,780616,Intersect
2,780618,Intersect
2,781568,Intersect
2,781569,Intersect
2,783350,Intersect
2,783351,Intersect
2,783353,Intersect
2,783354,Intersect
2,783355,Intersect
2,783357,Intersect
2,783372,Intersect
2,783373,Intersect
2,783375,Intersect
2,783376,Intersect
2,783377,Intersect
2,783379,Intersect
2,783396,Intersect
2,783397,Intersect
2,783399,Intersect
2,783400,Intersect
2,783401,Intersect
2,783403,Intersect
2,783932,Intersect
2,783933,Intersect
2,784481,Intersect
2,784483,Intersect
2,785266,Intersect
2,785267,Intersect
2,785268,Intersect
2,785273,Intersect
2,785274,Intersect
2,785275,Intersect
2,788193,Intersect
2,788194,Intersect
2,793219,Intersect
2,793220,Intersect
2,793222,Intersect
2,793223,Intersect
2,793224,Intersect
2,793225,Intersect
2,793230,Intersect
2,793231,Intersect
2,793232,Intersect
2,793237,Intersect
2,793238,Intersect
2,793239,Intersect
2,793244,Intersect
2,793245,Intersect
2,793246,Intersect
2,793251,Intersect
2,793252,Intersect
2,793253,Intersect
2,793256,Intersect
2,793257,Intersect
2,793258,Intersect
2,793261,Intersect
2,793262,Intersect
2,793263,Intersect
2,793266,Intersect
2,793267,Intersect
2,793268,Intersect
2,793272,Intersect
2,793333,Intersect
2,793334,Intersect
2,793335,Intersect
2,793340,Intersect
2,793341,Intersect
2,793342,Intersect
2,793487,Intersect
2,793493,Intersect
2,793499,Intersect
2,793501,Intersect
2,793504,Intersect
2,793506,Intersect
2,793514,Intersect
2,793515,Intersect
2,793516,Intersect
2,793521,Intersect
2,793522,Intersect
2,793523,Intersect
2,793578,Intersect
2,793585,Intersect
2,793591,Intersect
2,793848,Intersect
2,793905,Intersect
2,793906,Intersect
2,793907,Intersect
2,793908,Intersect
2,794239,Intersect
2,794240,Intersect
2,794241,Intersect
2,794242,Intersect
2,794387,Intersect
2,794388,Intersect
2,794507,Intersect
2,794572,Intersect
2,794573,Intersect
2,794574,Intersect
2,794579,Intersect
2,794580,Intersect
2,794581,Intersect
2,794701,Intersect
2,794702,Intersect
2,794703,Intersect
2,794704,Intersect
2,794720,Intersect
2,794721,Intersect
2,794722,Intersect
2,794723,Intersect
2,794802,Intersect
2,794808,Intersect
2,794819,Intersect
2,794890,Intersect
2,794891,Intersect
2,794892,Intersect
2,794897,Intersect
2,794898,Intersect
2,794899,Intersect
2,794904,Intersect
2,794905,Intersect
2,794906,Intersect
2,794911,Intersect
2,794912,Intersect
2,794913,Intersect
2,794918,Intersect
2,794919,Intersect
2,794920,Intersect
2,794923,Intersect
2,794924,Intersect
2,794925,Intersect
2,794928,Intersect
2,794929,Intersect
2,794930,Intersect
2,794933,Intersect
2,794934,Intersect
2,794936,Intersect
2,794937,Intersect
2,794947,Intersect
2,794948,Intersect
2,794964,Intersect
2,794965,Intersect
2,794966,Intersect
2,794968,Intersect
2,795008,Intersect
2,795009,Intersect
2,795010,Intersect
2,795013,Intersect
2,795014,Intersect
2,795015,Intersect
2,795018,Intersect
2,795019,Intersect
2,795021,Intersect
2,795022,Intersect
2,795023,Intersect
2,795024,Intersect
2,795027,Intersect
2,795028,Intersect
2,795029,Intersect
2,795032,Intersect
2,795033,Intersect
2,795034,Intersect
2,795039,Intersect
2,795040,Intersect
2,795041,Intersect
2,795046,Intersect
2,795047,Intersect
2,795048,Intersect
2,795053,Intersect
2,795054,Intersect
2,795055,Intersect
2,795069,Intersect
2,795121,Intersect
2,795122,Intersect
2,795188,Intersect
2,795189,Intersect
2,795190,Intersect
2,795193,Intersect
2,795194,Intersect
2,795196,Intersect
2,795197,Intersect
2,795198,Intersect
2,795199,Intersect
2,795202,Intersect
2,795203,Intersect
2,795204,Intersect
2,795210,Intersect
2,795212,Intersect
2,795213,Intersect
2,795214,Intersect
2,795217,Intersect
2,795218,Intersect
2,795219,Intersect
2,795224,Intersect
2,795225,Intersect
2,795226,Intersect
2,795233,Intersect
2,795234,Intersect
2,795235,Intersect
2,795240,Intersect
2,795241,Intersect
2,795242,Intersect
2,795265,Intersect
2,795266,Intersect
2,795267,Intersect
2,796902,Intersect
2,798323,Intersect
2,799626,Intersect
2,800190,Intersect
2,800385,Intersect
2,800386,Intersect
2,800467,Intersect
2,800493,Intersect
2,800494,Intersect
2,800495,Intersect
2,800496,Intersect
2,800501,Intersect
2,800502,Intersect
2,800503,Intersect
2,800508,Intersect
2,800512,Intersect
2,800532,Intersect
3,369,Contains
3,6714,Intersect
3,7433,Intersect
3,9787,Intersect
3,12830,Intersect
3,16589,Intersect
3,19815,Intersect
3,24091,Intersect
3,24092,Intersect
3,24093,Intersect
3,24094,Intersect
3,24095,Intersect
3,24096,Intersect
3,26041,Contains
3,26140,Intersect
3,29291,Intersect
3,29310,Intersect
3,29311,Intersect
3,29333,Intersect
3,29351,Intersect
3,31000,Intersect
3,32372,Contains
3,32783,Intersect
3,32795,Intersect
3,32814,Intersect
3,32817,Intersect
3,32819,Intersect
3,40704,Intersect
3,40980,Intersect
3,41100,Intersect
3,41481,Contains
3,41668,Intersect
3,47127,Intersect
3,47135,Contains
3,47138,Contains
3,48937,Intersect
3,51080,Intersect
3,51246,Intersect
3,51435,Intersect
3,60140,Intersect
3,60172,Intersect
3,60486,Intersect
3,60544,Intersect
3,62926,Intersect
3,62941,Intersect
3,62963,Intersect
3,64586,Intersect
3,66407,Contains
3,70517,Intersect
3,70530,Intersect
3,71486,Intersect
3,73762,Intersect
3,75003,Intersect
3,75004,Intersect
3,75005,Intersect
3,75006,Intersect
3,75007,Intersect
3,75008,Intersect
3,77834,Intersect
3,77835,Intersect
3,79300,Intersect
3,79301,Intersect
3,79302,Intersect
3,79303,Intersect
3,79304,Intersect
3,79305,Intersect
3,83105,Intersect
3,83106,Intersect
3,83107,Intersect
3,83108,Intersect
3,83109,Intersect
3,83110,Intersect
3,84987,Intersect
3,85305,Intersect
3,85306,Intersect
3,85307,Intersect
3,85308,Intersect
3,85309,Intersect
3,85310,Intersect
3,85311,Intersect
3,85312,Intersect
3,85313,Intersect
3,85314,Intersect
3,85315,Intersect
3,85316,Intersect
3,87155,Intersect
3,87156,Intersect
3,87157,Intersect
3,87158,Intersect
3,87159,Intersect
3,87160,Intersect
3,90381,Intersect
3,93780,Intersect
3,94976,Intersect
3,95787,Intersect
3,95788,Intersect
3,95789,Intersect
3,95790,Intersect
3,95791,Intersect
3,96107,Intersect
3,96108,Intersect
3,96117,Intersect
3,96118,Intersect
3,96119,Intersect
3,96148,Intersect
3,96149,Intersect
3,96150,Intersect
3,96154,Intersect
3,96155,Intersect
3,98450,Contains
3,98792,Intersect
3,98793,Intersect
3,98794,Intersect
3,98797,Intersect
3,98798,Intersect
3,99021,Intersect
3,99022,Intersect
3,99024,Intersect
3,99025,Intersect
3,99027,Intersect
3,102582,Intersect
3,102595,Intersect
3,102596,Intersect
3,102597,Intersect
3,102598,Intersect
3,102599,Intersect
3,102600,Intersect
3,102601,Intersect
3,102602,Intersect
3,102603,Intersect
3,103972,Intersect
3,104649,Intersect
3,105265,Intersect
3,105266,Intersect
3,105267,Intersect
3,105269,Intersect
3,105272,Intersect
3,105273,Intersect
3,105274,Intersect
3,105278,Intersect
3,105279,Intersect
3,105577,Intersect
3,105583,Intersect
3,105584,Intersect
3,105585,Intersect
3,105586,Intersect
3,105591,Intersect
3,105592,Intersect
3,105593,Intersect
3,105594,Intersect
3,105612,Intersect
3,105613,Intersect
3,105614,Intersect
3,105615,Intersect
3,105618,Intersect
3,105622,Intersect
3,105623,Intersect
3,105625,Intersect
3,105626,Intersect
3,106184,Intersect
3,107682,Intersect
3,111203,Contains
3,111222,Contains
3,121950,Intersect
3,121951,Intersect
3,121952,Intersect
3,121953,Intersect
3,121954,Intersect
3,121955,Intersect
3,121956,Intersect
3,121986,Intersect
3,121987,Intersect
3,121988,Intersect
3,122007,Intersect
3,122008,Intersect
3,122499,Intersect
3,122500,Intersect
3,122501,Intersect
3,122508,Intersect
3,122509,Intersect
3,122510,Intersect
3,122521,Intersect
3,122530,Intersect
3,122531,Intersect
3,122532,Intersect
3,122533,Intersect
3,122534,Intersect
3,122594,Contains
3,126038,Contains
3,132267,Contains
3,135275,Contains
3,145537,Contains
3,145596,Intersect
3,145745,Contains
3,145748,Contains
3,145764,Contains
3,146647,Intersect
3,146682,Intersect
3,146961,Intersect
3,149630,Intersect
3,149975,Contains
3,151253,Contains
3,151545,Contains
3,152302,Contains
3,152309,Contains
3,157061,Contains
3,165472,Intersect
3,165473,Intersect
3,165474,Intersect
3,165475,Intersect
3,165476,Intersect
3,165477,Intersect
3,177462,Intersect
3,177492,Intersect
3,177631,Intersect
3,179958,Intersect
3,179959,Intersect
3,179960,Intersect
3,179962,Intersect
3,179963,Intersect
3,179965,Intersect
3,179966,Intersect
3,179970,Intersect
3,183892,Intersect
3,184521,Intersect
3,190569,Intersect
3,192087,Intersect
3,192088,Intersect
3,192090,Intersect
3,192152,Contains
3,193259,Contains
3,193992,Intersect
3,194020,Intersect
3,194511,Intersect
3,196663,Intersect
3,197799,Intersect
3,199577,Intersect
3,199751,Intersect
3,203512,Intersect
3,204509,Intersect
3,204510,Intersect
3,204511,Intersect
3,204512,Intersect
3,204513,Intersect
3,204514,Intersect
3,204515,Intersect
3,204516,Intersect
3,204517,Intersect
3,204518,Intersect
3,204519,Intersect
3,204520,Intersect
3,205734,Contains
3,206636,Intersect
3,206637,Intersect
3,206638,Intersect
3,206639,Intersect
3,206640,Intersect
3,206641,Intersect
3,206661,Intersect
3,206662,Intersect
3,206663,Intersect
3,206664,Intersect
3,206665,Intersect
3,206666,Intersect
3,210462,Intersect
3,210463,Intersect
3,210464,Intersect
3,210465,Intersect
3,210466,Intersect
3,210467,Intersect
3,210504,Intersect
3,210505,Intersect
3,210506,Intersect
3,210507,Intersect
3,210508,Intersect
3,210509,Intersect
3,211518,Intersect
3,211519,Intersect
3,211521,Intersect
3,211522,Intersect
3,213576,Intersect
3,214157,Intersect
3,214271,Intersect
3,216455,Intersect
3,217193,Intersect
3,218847,Intersect
3,225853,Intersect
3,226997,Intersect
3,227885,Contains
3,227898,Contains
3,231750,Intersect
3,231928,Intersect
3,234548,Intersect
3,234966,Contains
3,236749,Intersect
3,243555,Intersect
3,246796,Intersect
3,248163,Contains
3,248164,Contains
3,248508,Contains
3,252427,Intersect
3,252437,Intersect
3,255401,Contains
3,263531,Intersect
3,263558,Intersect
3,267155,Intersect
3,273718,Contains
3,274584,Intersect
3,274721,Intersect
3,274751,Intersect
3,280696,Contains
3,280697,Contains
3,282796,Intersect
3,285215,Contains
3,291536,Intersect
3,291576,Intersect
3,296930,Contains
3,308347,Contains
3,310867,Contains
3,312726,Contains
3,314300,Intersect
3,314485,Contains
3,320516,Contains
3,325319,Contains
3,327185,Intersect
3,327186,Intersect
3,327187,Intersect
3,327188,Intersect
3,327867,Intersect
3,327868,Intersect
3,327869,Intersect
3,327875,Intersect
3,327876,Intersect
3,327877,Intersect
3,327891,Intersect
3,327892,Intersect
3,327893,Intersect
3,327894,Intersect
3,327895,Intersect
3,327896,Intersect
3,329280,Intersect
3,329281,Intersect
3,329282,Intersect
3,329283,Intersect
3,329284,Intersect
3,329285,Intersect
3,329286,Intersect
3,329287,Intersect
3,329288,Intersect
3,329289,Intersect
3,329290,Intersect
3,329291,Intersect
3,335701,Intersect
3,335702,Intersect
3,335703,Intersect
3,335704,Intersect
3,335705,Intersect
3,335716,Intersect
3,335717,Intersect
3,335718,Intersect
3,335719,Intersect
3,335720,Intersect
3,335721,Intersect
3,335722,Intersect
3,335723,Intersect
3,335724,Intersect
3,335725,Intersect
3,335726,Intersect
3,335727,Intersect
3,335748,Intersect
3,335749,Intersect
3,335750,Intersect
3,335751,Intersect
3,335752,Intersect
3,335753,Intersect
3,335754,Intersect
3,358993,Contains
3,359794,Contains
3,362229,Contains
3,363453,Intersect
3,363454,Intersect
3,363455,Intersect
3,363456,Intersect
3,363457,Intersect
3,363458,Intersect
3,363459,Intersect
3,363460,Intersect
3,363492,Intersect
3,363493,Intersect
3,363502,Intersect
3,363503,Intersect
3,363504,Intersect
3,363505,Intersect
3,363506,Intersect
3,363507,Intersect
3,370143,Intersect
3,370151,Intersect
3,374337,Intersect
3,378125,Intersect
3,378126,Intersect
3,378127,Intersect
3,378128,Intersect
3,378129,Intersect
3,378130,Intersect
3,378131,Intersect
3,378132,Intersect
3,378133,Intersect
3,378134,Intersect
3,378135,Intersect
3,378136,Intersect
3,378137,Intersect
3,378138,Intersect
3,378139,Intersect
3,378140,Intersect
3,386242,Intersect
3,386318,Intersect
3,386568,Intersect
3,390135,Intersect
3,390137,Intersect
3,390435,Intersect
3,391067,Intersect
3,391071,Intersect
3,417396,Intersect
3,421770,Contains
3,422365,Contains
3,434798,Intersect
3,435368,Intersect
3,441686,Intersect
3,441687,Intersect
3,442072,Contains
3,458761,Intersect
3,458763,Intersect
3,462484,Intersect
3,462912,Contains
3,463293,Intersect
3,464272,Intersect
3,471682,Contains
3,472301,Contains
3,491266,Intersect
3,491267,Intersect
3,491268,Intersect
3,494511,Contains
3,497484,Intersect
3,497488,Intersect
3,497491,Intersect
3,497495,Intersect
3,497496,Intersect
3,497498,Intersect
3,498168,Contains
3,502061,Intersect
3,515235,Intersect
3,515240,Intersect
3,515250,Intersect
3,515256,Intersect
3,515258,Intersect
3,515266,Intersect
3,515267,Intersect
3,515285,Intersect
3,515290,Intersect
3,515291,Intersect
3,515297,Intersect
3,515305,Intersect
3,515306,Intersect
3,515312,Intersect
3,520197,Intersect
3,524084,Intersect
3,524118,Intersect
3,524153,Intersect
3,524213,Intersect
3,524273,Intersect
3,524394,Intersect
3,531475,Intersect
3,531481,Intersect
3,531678,Intersect
3,542954,Contains
3,549840,Contains
3,558802,Contains
3,561720,Intersect
3,563730,Contains
3,563809,Intersect
3,567165,Intersect
3,580916,Intersect
3,580958,Intersect
3,581233,Intersect
3,586998,Intersect
3,592676,Contains
3,594516,Intersect
3,594522,Intersect
3,602073,Intersect
3,602076,Intersect
3,602139,Intersect
3,602158,Intersect
3,602177,Intersect
3,602187,Intersect
3,602643,Contains
3,602644,Contains
3,603424,Intersect
3,615847,Intersect
3,615864,Intersect
3,616055,Intersect
3,617291,Intersect
3,617305,Intersect
3,617321,Intersect
3,617326,Intersect
3,617331,Intersect
3,617332,Intersect
3,617340,Intersect
3,619117,Intersect
3,619120,Intersect
3,625476,Contains
3,637038,Intersect
3,642064,Contains
3,645803,Intersect
3,651827,Intersect
3,651829,Intersect
3,652159,Intersect
3,653842,Intersect
3,655882,Intersect
3,655885,Intersect
3,656725,Contains
3,658680,Intersect
3,664449,Contains
3,666049,Contains
3,666051,Contains
3,667741,Contains
3,682660,Contains
3,685762,Intersect
3,686038,Intersect
3,686391,Intersect
3,686741,Contains
3,686781,Contains
3,686971,Intersect
3,686979,Intersect
3,691744,Intersect
3,691745,Intersect
3,691748,Intersect
3,692263,Intersect
3,692670,Intersect
3,694965,Intersect
3,696746,Intersect
3,696750,Intersect
3,696761,Intersect
3,696765,Intersect
3,696767,Intersect
3,696776,Intersect
3,696796,Intersect
3,696797,Intersect
3,704751,Contains
3,711999,Intersect
3,714363,Intersect
3,714367,Intersect
3,716992,Contains
3,718541,Intersect
3,719192,Intersect
3,733668,Intersect
3,733671,Intersect
3,740407,Contains
3,741159,Intersect
3,742812,Contains
3,748652,Contains
3,751246,Contains
3,754972,Intersect
3,769413,Intersect
3,769417,Intersect
3,776932,Intersect
3,776934,Intersect
3,776937,Intersect
3,777165,Intersect
3,777188,Intersect
3,777209,Intersect
3,787902,Intersect
3,788421,Intersect
3,793487,Intersect
3,793493,Intersect
3,793504,Intersect
3,793506,Intersect
3,793975,Intersect
3,794104,Intersect
3,794701,Intersect
3,794702,Intersect
3,794703,Intersect
3,794704,Intersect
3,794720,Intersect
3,794721,Intersect
3,794722,Intersect
3,794723,Intersect
4,257,Intersect
4,258,Intersect
4,439,Intersect
4,555,Intersect
4,2780,Intersect
4,2781,Intersect
4,3281,Intersect
4,3801,Contains
4,3802,Contains
4,6867,Intersect
4,6868,Intersect
4,11466,Intersect
4,11535,Intersect
4,11539,Intersect
4,12830,Intersect
4,14299,Intersect
4,14300,Intersect
4,19360,Intersect
4,19815,Intersect
4,22003,Intersect
4,22924,Intersect
4,26015,Contains
4,33867,Contains
4,34041,Contains
4,36955,Intersect
4,36967,Intersect
4,37142,Intersect
4,37146,Intersect
4,38617,Intersect
4,38618,Intersect
4,38619,Intersect
4,38620,Intersect
4,38621,Intersect
4,38622,Intersect
4,38623,Intersect
4,38624,Intersect
4,38636,Intersect
4,38637,Intersect
4,38642,Intersect
4,38643,Intersect
4,38644,Intersect
4,38645,Intersect
4,38652,Intersect
4,38653,Intersect
4,40653,Intersect
4,40767,Intersect
4,40775,Intersect
4,44298,Intersect
4,44299,Intersect
4,44300,Intersect
4,44301,Intersect
4,44302,Intersect
4,44303,Intersect
4,44304,Intersect
4,44305,Intersect
4,44307,Intersect
4,44308,Intersect
4,44309,Intersect
4,44310,Intersect
4,44311,Intersect
4,44312,Intersect
4,44313,Intersect
4,44314,Intersect
4,44315,Intersect
4,44316,Intersect
4,44317,Intersect
4,44318,Intersect
4,44319,Intersect
4,44329,Intersect
4,44330,Intersect
4,44331,Intersect
4,44354,Intersect
4,44355,Intersect
4,44356,Intersect
4,44357,Intersect
4,44358,Intersect
4,44359,Intersect
4,44360,Intersect
4,44361,Intersect
4,44367,Intersect
4,44368,Intersect
4,44369,Intersect
4,44372,Intersect
4,44373,Intersect
4,44374,Intersect
4,44375,Intersect
4,44376,Intersect
4,44377,Intersect
4,44378,Intersect
4,44379,Intersect
4,44380,Intersect
4,44383,Intersect
4,44384,Intersect
4,44385,Intersect
4,44386,Intersect
4,48955,Intersect
4,51867,Intersect
4,51868,Intersect
4,54192,Intersect
4,54201,Intersect
4,62654,Contains
4,62926,Intersect
4,62941,Intersect
4,62963,Intersect
4,64586,Intersect
4,64648,Intersect
4,65909,Intersect
4,65919,Intersect
4,66697,Intersect
4,67418,Intersect
4,70410,Intersect
4,74616,Intersect
4,79464,Intersect
4,79795,Intersect
4,79797,Intersect
4,80263,Intersect
4,80264,Intersect
4,80265,Intersect
4,80266,Intersect
4,80273,Intersect
4,80274,Intersect
4,80275,Intersect
4,80276,Intersect
4,80299,Intersect
4,80316,Intersect
4,80317,Intersect
4,80318,Intersect
4,80319,Intersect
4,80320,Intersect
4,83591,Intersect
4,83592,Intersect
4,83593,Intersect
4,83594,Intersect
4,83595,Intersect
4,83596,Intersect
4,83597,Intersect
4,83598,Intersect
4,83857,Intersect
4,86582,Intersect
4,87527,Intersect
4,87528,Intersect
4,90118,Intersect
4,95019,Intersect
4,95025,Intersect
4,96049,Intersect
4,96050,Intersect
4,96051,Intersect
4,96052,Intersect
4,96053,Intersect
4,96054,Intersect
4,96055,Intersect
4,96056,Intersect
4,96057,Intersect
4,96058,Intersect
4,96059,Intersect
4,96060,Intersect
4,96061,Intersect
4,96062,Intersect
4,96063,Intersect
4,96064,Intersect
4,100462,Contains
4,107316,Intersect
4,107435,Intersect
4,110704,Intersect
4,111914,Intersect
4,114875,Contains
4,119587,Intersect
4,119588,Intersect
4,120175,Intersect
4,120841,Intersect
4,120843,Intersect
4,121782,Intersect
4,121783,Intersect
4,123355,Intersect
4,125758,Intersect
4,125759,Intersect
4,126017,Contains
4,129209,Intersect
4,129210,Intersect
4,129578,Intersect
4,130513,Contains
4,130668,Intersect
4,130669,Intersect
4,130670,Intersect
4,130671,Intersect
4,130672,Intersect
4,130673,Intersect
4,130674,Intersect
4,130686,Intersect
4,130687,Intersect
4,130688,Intersect
4,130689,Intersect
4,130690,Intersect
4,130691,Intersect
4,130692,Intersect
4,130693,Intersect
4,130694,Intersect
4,130695,Intersect
4,130696,Intersect
4,130697,Intersect
4,130698,Intersect
4,130699,Intersect
4,130700,Intersect
4,130701,Intersect
4,130702,Intersect
4,130715,Intersect
4,130716,Intersect
4,130717,Intersect
4,130718,Intersect
4,130724,Intersect
4,130725,Intersect
4,130726,Intersect
4,130727,Intersect
4,132943,Intersect
4,135617,Intersect
4,135618,Intersect
4,135619,Intersect
4,135620,Intersect
4,135621,Intersect
4,135622,Intersect
4,135623,Intersect
4,135624,Intersect
4,135636,Intersect
